transaction_id,step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
TXN100346,220,TRANSFER,13934.32,136908.94,122974.62,191370.56,205304.88
TXN100347,158,TRANSFER,54354.25,109248.55,54894.3,295552.37,349906.62
TXN100348,477,CASH_OUT,172829.03,196113.11,23284.08,230401.63,403230.66
TXN100349,46,TRANSFER,23135.5,45868.19,22732.69,130308.45,153443.95
TXN100350,373,PAYMENT,14510.53,81093.59,66583.06,133932.58,148443.11
TXN100351,518,CASH_OUT,57429.16,108737.89,51308.73,185631.62,243060.78
TXN100352,99,PAYMENT,30413.69,158444.15,128030.46,199609.56,230023.25
TXN100353,37,PAYMENT,51975.89,109993.31,58017.42,150213.28,202189.17
TXN100354,280,DEBIT,9318.22,122773.58,113455.36,193458.37,202776.59
TXN100355,349,PAYMENT,25037.88,45616.34,20578.46,7059.75,32097.63
TXN100356,497,PAYMENT,79636.68,169460.29,89823.61,128886.86,208523.54
TXN100357,302,PAYMENT,57519.84,86011.79,28491.95,83681.42,141201.26
TXN100358,181,DEBIT,16352.1,28621.45,12269.35,38752.33,55104.43
TXN100359,607,PAYMENT,66389.63,133005.49,66615.86,29863.95,96253.58
TXN100360,99,PAYMENT,27208.45,43610.05,16401.6,180957.65,208166.1
TXN100361,700,PAYMENT,2757.16,19963.72,17206.56,157080.16,159837.32
TXN100362,116,PAYMENT,93109.45,172466.39,79356.94,76075.24,169184.69
TXN100363,191,PAYMENT,15061.76,92302.37,77240.61,141285.02,156346.78
TXN100364,253,PAYMENT,125042.29,149982.1,24939.81,147669.69,272711.98
TXN100365,161,TRANSFER,4140.85,58472.22,54331.37,58502.69,62643.54
TXN100366,256,PAYMENT,61902.99,157500.54,95597.55,195627.92,257530.91
TXN100367,323,PAYMENT,14366.77,22831.22,8464.45,234275.81,248642.58
TXN100368,128,PAYMENT,29868.21,71516.69,41648.48,237439.06,267307.27
TXN100369,18,PAYMENT,17990.46,195623.33,177632.87,180740.95,198731.41
TXN100370,735,TRANSFER,79848.89,158900.95,79052.06,153491.57,233340.46
TXN100371,566,CASH_OUT,57932.41,99702.56,41770.15,18302.14,76234.55
TXN100372,570,PAYMENT,43455.27,68285.61,24830.34,86349.39,129804.66
TXN100373,323,PAYMENT,59711.06,174491.07,114780.01,27981.43,87692.49
TXN100374,686,PAYMENT,55871.52,109197.13,53325.61,289146.95,345018.47
TXN100375,626,CASH_OUT,62409.02,151805.79,89396.77,40524.04,102933.06
TXN100376,288,CASH_OUT,91793.85,150944.48,59150.63,45532.62,137326.47
TXN100377,663,TRANSFER,2159.9,4080.16,1920.26,266872.99,269032.89
TXN100378,639,PAYMENT,12276.71,25687.63,13410.92,283178.49,295455.2
TXN100379,155,DEBIT,30656.42,132096.06,101439.64,229748.71,260405.13
TXN100380,490,PAYMENT,386.25,32743.15,32356.9,1621.48,2007.73
TXN100381,386,PAYMENT,8489.24,51470.92,42981.68,403.88,8893.12
TXN100382,104,PAYMENT,21622.13,189354.27,167732.14,113430.23,135052.36
TXN100383,393,PAYMENT,45989.79,112256.36,66266.57,43018.61,89008.4
TXN100384,246,DEBIT,83386.59,150270.54,66883.95,5515.84,88902.43
TXN100385,176,CASH_OUT,22323.81,111817.16,89493.35,139220.01,161543.82
TXN100386,39,PAYMENT,93648.11,110726.47,17078.36,282918.57,376566.68
TXN100387,477,TRANSFER,307.51,19283.31,18975.8,97145.87,97453.38
TXN100388,682,DEBIT,48159.41,69060.81,20901.4,198342.2,246501.61
TXN100389,538,CASH_OUT,32198.82,56844.96,24646.14,195670.61,227869.43
TXN100390,408,TRANSFER,26866.39,78450.31,51583.92,75324.03,102190.42
TXN100391,525,DEBIT,8776.97,159769.67,150992.7,195127.57,203904.54
TXN100392,506,DEBIT,42464.51,74700.57,32236.06,63700.19,106164.7
TXN100393,36,CASH_OUT,32004.34,90613.52,58609.18,36602.22,68606.56
TXN100394,685,PAYMENT,67274.67,79777.59,12502.92,210414.99,277689.66
TXN100395,20,PAYMENT,9421.47,19134.89,9713.42,34032.25,43453.72
TXN100396,321,CASH_OUT,74891.49,88493.9,13602.41,299072.77,373964.26
TXN100397,512,PAYMENT,8151.06,39524.05,31372.99,55035.72,63186.78
TXN100398,400,CASH_OUT,24760.93,37751.3,12990.37,178242.56,203003.49
TXN100399,654,PAYMENT,10773.22,19260.2,8486.98,123412.37,134185.59
TXN100400,471,PAYMENT,47871.37,71655.86,23784.49,37915.93,85787.3
TXN100401,143,PAYMENT,30483.39,151617.64,121134.25,8353.17,38836.56
TXN100402,92,PAYMENT,33492.75,55650.12,22157.37,186819.68,220312.43
TXN100403,354,DEBIT,28470.66,62813.65,34342.99,242027.27,270497.93
TXN100404,727,CASH_OUT,86381.52,128713.59,42332.07,252604.7,338986.22
TXN100405,51,CASH_OUT,11913.4,39570.24,27656.84,144814.04,156727.44
TXN100406,665,TRANSFER,143940.43,179443.11,35502.68,233236.64,377177.07
TXN100407,698,PAYMENT,8866.57,104278.01,95411.44,201854.14,210720.71
TXN100408,575,TRANSFER,65407.85,89796.79,24388.94,217276.36,282684.21
TXN100409,190,TRANSFER,86809.48,111785.13,24975.65,147779.7,234589.18
TXN100410,125,TRANSFER,24792.7,33623.85,8831.15,190023.52,214816.22
TXN100411,150,PAYMENT,57305.88,122887.89,65582.01,241657.77,298963.65
TXN100412,314,TRANSFER,29187.3,72938.6,43751.3,119365.25,148552.55
TXN100413,570,PAYMENT,160942.73,179488.68,18545.95,241793.67,402736.4
TXN100414,342,DEBIT,7314.63,34186.41,26871.78,177605.05,184919.68
TXN100415,305,CASH_OUT,50494.88,101656.7,51161.82,49770.31,100265.19
TXN100416,692,PAYMENT,72721.01,119823.47,47102.46,7405.25,80126.26
TXN100417,682,TRANSFER,4537.83,7160.03,2622.2,108826.08,113363.91
TXN100418,54,CASH_OUT,13996.36,73056.78,59060.42,164008.9,178005.26
TXN100419,444,PAYMENT,86831.18,146660.73,59829.55,251946.11,338777.29
TXN100420,613,CASH_OUT,121211.28,164165.31,42954.03,38245.7,159456.98
TXN100421,264,CASH_OUT,3433.22,62975.82,59542.6,240061.9,243495.12
TXN100422,53,PAYMENT,131252.28,159819.36,28567.08,258902.71,390154.99
TXN100423,572,PAYMENT,7018.48,193567.3,186548.82,45206.25,52224.73
TXN100424,620,PAYMENT,56031.1,171446.35,115415.25,255478.3,311509.4
TXN100425,5,PAYMENT,577.05,23969.98,23392.93,297436.07,298013.12
TXN100426,103,PAYMENT,11647.56,148076.2,136428.64,218051.65,229699.21
TXN100427,196,CASH_OUT,52764.7,64273.53,11508.83,235430.9,288195.6
TXN100428,350,PAYMENT,64412.24,197688.99,133276.75,298324.58,362736.82
TXN100429,47,PAYMENT,37768.24,97329.12,59560.88,181644.38,219412.62
TXN100430,656,DEBIT,5026.4,24925.56,19899.16,92365.91,97392.31
TXN100431,269,CASH_OUT,78599.7,145174.52,66574.82,251259.25,329858.95
TXN100432,370,PAYMENT,35027.4,64940.73,29913.33,184345.73,219373.13
TXN100433,636,PAYMENT,68052.75,199417.09,131364.34,174358.63,242411.38
TXN100434,106,PAYMENT,60044.37,195966.6,135922.23,76090.67,136135.04
TXN100435,670,TRANSFER,104806.03,131398.74,26592.71,226900.28,331706.31
TXN100436,659,PAYMENT,9269.78,26400.38,17130.6,24500.18,33769.96
TXN100437,657,TRANSFER,61780.11,137528.77,75748.66,277286.12,339066.23
TXN100438,120,DEBIT,4996.3,19059.58,14063.28,97747.04,102743.34
TXN100439,604,PAYMENT,4515.72,6358.15,1842.43,38332.4,42848.12
TXN100440,58,CASH_OUT,59898.94,164680.21,104781.27,132709.96,192608.9
TXN100441,346,DEBIT,19780.27,42345.71,22565.44,12740.97,32521.24
TXN100442,741,PAYMENT,17924.37,76115.91,58191.54,205387.86,223312.23
TXN100443,474,CASH_OUT,173095.84,194704.75,21608.91,270811.65,443907.49
TXN100444,117,TRANSFER,18240.41,67699.68,49459.27,251178.9,269419.31
TXN100445,127,DEBIT,41513.86,59649.71,18135.85,38210.84,79724.7
TXN100446,393,TRANSFER,71722.71,183682.5,111959.79,37881.34,109604.05
TXN100447,641,TRANSFER,4372.76,22594.31,18221.55,244030.34,248403.1
TXN100448,58,TRANSFER,109732.44,152036.69,42304.25,277276.28,387008.72
TXN100449,634,CASH_OUT,60651.28,197619.08,136967.8,138200.95,198852.23
TXN100450,513,CASH_OUT,140644.65,180308.55,39663.9,149691.34,290335.99
TXN100451,96,TRANSFER,107613.94,130507.75,22893.81,95478.61,203092.55
TXN100452,638,CASH_OUT,48960.59,63155.13,14194.54,268279.54,317240.13
TXN100453,118,PAYMENT,2108.77,51237.24,49128.47,193470.87,195579.64
TXN100454,560,PAYMENT,116523.36,163941.39,47418.03,86475.47,202998.83
TXN100455,601,PAYMENT,66201.42,176024.47,109823.05,89634.86,155836.28
TXN100456,488,PAYMENT,82954.81,105324.27,22369.46,267360.02,350314.83
TXN100457,237,PAYMENT,28453.22,49245.82,20792.6,4090.21,32543.43
TXN100458,272,DEBIT,17318.86,23032.17,5713.31,96817.97,114136.83
TXN100459,189,PAYMENT,8131.95,17892.3,9760.35,166307.0,174438.95
TXN100460,704,TRANSFER,69987.45,143955.95,73968.5,44465.24,114452.69
TXN100461,447,PAYMENT,11677.87,84313.69,72635.82,27629.63,39307.5
TXN100462,581,CASH_OUT,128186.95,181119.29,52932.34,244582.9,372769.85
TXN100463,247,DEBIT,56746.69,148064.42,91317.73,268321.32,325068.01
TXN100464,76,PAYMENT,17591.44,38656.45,21065.01,247081.93,264673.37
TXN100465,154,CASH_OUT,87138.22,122948.6,35810.38,269636.37,356774.59
TXN100466,656,PAYMENT,47446.74,87383.34,39936.6,165933.59,213380.33
TXN100467,435,CASH_OUT,21857.43,115661.32,93803.89,243677.44,265534.87
TXN100468,86,PAYMENT,79088.83,147744.79,68655.96,115212.79,194301.62
TXN100469,697,DEBIT,60145.0,161336.08,101191.08,199880.36,260025.36
TXN100470,285,PAYMENT,72236.71,168825.6,96588.89,296650.66,368887.37
TXN100471,220,TRANSFER,1800.96,51167.99,49367.03,67718.32,69519.28
TXN100472,69,CASH_OUT,1320.89,6707.56,5386.67,116969.92,118290.81
TXN100473,47,PAYMENT,38495.55,147989.3,109493.75,144014.21,182509.76
TXN100474,94,PAYMENT,13996.43,21715.57,7719.14,41404.65,55401.08
TXN100475,453,PAYMENT,1280.99,63326.46,62045.47,24311.58,25592.57
TXN100476,204,PAYMENT,471.57,1261.52,789.95,248916.86,249388.43
TXN100477,218,TRANSFER,113614.63,136493.06,22878.43,293038.31,406652.94
TXN100478,474,PAYMENT,3708.29,33842.84,30134.55,121417.52,125125.81
TXN100479,432,PAYMENT,61627.39,131228.84,69601.45,26294.95,87922.34
TXN100480,341,PAYMENT,140831.36,198352.65,57521.29,19743.53,160574.89
TXN100481,551,CASH_OUT,12730.96,14997.84,2266.88,267395.46,280126.42
TXN100482,612,PAYMENT,10711.16,15877.06,5165.9,139144.27,149855.43
TXN100483,289,PAYMENT,44552.95,68405.83,23852.88,96008.19,140561.14
TXN100484,254,PAYMENT,129240.93,173344.11,44103.18,142938.38,272179.31
TXN100485,734,PAYMENT,17708.95,43498.21,25789.26,95491.23,113200.18
TXN100486,357,CASH_OUT,52646.04,72395.38,19749.34,146710.73,199356.77
TXN100487,23,PAYMENT,242.09,14166.83,13924.74,257866.92,258109.01
TXN100488,522,PAYMENT,127218.83,152749.48,25530.65,177690.41,304909.24
TXN100489,100,CASH_OUT,33155.16,81957.12,48801.96,208396.13,241551.29
TXN100490,180,CASH_OUT,76366.26,151970.12,75603.86,109401.2,185767.46
TXN100491,223,PAYMENT,42814.45,180769.76,137955.31,221551.76,264366.21
TXN100492,659,CASH_OUT,31487.3,46936.25,15448.95,199985.13,231472.43
TXN100493,442,DEBIT,12636.15,161575.51,148939.36,35868.6,48504.75
TXN100494,608,PAYMENT,9667.27,12289.23,2621.96,171792.86,181460.13
TXN100495,325,CASH_OUT,134329.89,179820.05,45490.16,77023.05,211352.94
TXN100496,516,CASH_OUT,26364.57,130328.33,103963.76,241228.7,267593.27
TXN100497,16,PAYMENT,127735.26,174908.23,47172.97,127781.31,255516.57
TXN100498,336,PAYMENT,381.61,537.59,155.98,298405.25,298786.86
TXN100499,258,PAYMENT,19603.55,34231.67,14628.12,27750.13,47353.68
TXN100500,497,CASH_OUT,26797.78,78257.0,51459.22,234104.36,260902.14
TXN100501,160,DEBIT,19177.23,76210.83,57033.6,202110.52,221287.75
TXN100502,475,TRANSFER,9891.41,45732.71,35841.3,230249.65,240141.06
TXN100503,664,PAYMENT,22496.12,76631.58,54135.46,92258.94,114755.06
TXN100504,690,TRANSFER,21335.51,26205.32,4869.81,147616.35,168951.86
TXN100505,675,TRANSFER,6553.13,82845.85,76292.72,238952.56,245505.69
TXN100506,380,PAYMENT,120057.22,160569.69,40512.47,69762.4,189819.62
TXN100507,545,PAYMENT,30793.04,96074.48,65281.44,67809.96,98603.0
TXN100508,691,CASH_OUT,1940.06,4091.02,2150.96,165315.29,167255.35
TXN100509,427,PAYMENT,60650.29,84578.09,23927.8,157069.07,217719.36
TXN100510,613,CASH_OUT,4719.94,5921.42,1201.48,84678.74,89398.68
TXN100511,268,PAYMENT,61237.25,193265.56,132028.31,89422.7,150659.95
TXN100512,577,PAYMENT,10916.35,25927.06,15010.71,83353.55,94269.9
TXN100513,417,PAYMENT,53686.73,141683.82,87997.09,231453.62,285140.35
TXN100514,168,PAYMENT,4240.32,194568.88,190328.56,195570.26,199810.58
TXN100515,43,DEBIT,45189.81,165294.79,120104.98,249725.16,294914.97
TXN100516,556,PAYMENT,58620.6,140013.42,81392.82,292641.91,351262.51
TXN100517,285,CASH_OUT,63136.36,167972.45,104836.09,142249.29,205385.65
TXN100518,397,TRANSFER,128134.01,196368.84,68234.83,20008.16,148142.17
TXN100519,12,CASH_OUT,43868.44,124458.23,80589.79,14427.69,58296.13
TXN100520,607,PAYMENT,49926.61,112057.37,62130.76,88699.51,138626.12
TXN100521,302,CASH_OUT,49370.98,125833.5,76462.52,279763.38,329134.36
TXN100522,253,CASH_OUT,71445.15,106768.84,35323.69,156963.92,228409.07
TXN100523,499,PAYMENT,98967.6,127200.28,28232.68,81535.95,180503.55
TXN100524,35,PAYMENT,43622.03,90243.52,46621.49,119750.04,163372.07
TXN100525,727,CASH_OUT,31410.75,44079.41,12668.66,179578.53,210989.28
TXN100526,90,DEBIT,6713.51,24489.32,17775.81,195884.9,202598.41
TXN100527,605,PAYMENT,6951.38,14134.02,7182.64,46175.85,53127.23
TXN100528,602,CASH_OUT,16824.49,53031.5,36207.01,293109.5,309933.99
TXN100529,418,DEBIT,3673.42,9701.65,6028.23,163431.67,167105.09
TXN100530,115,CASH_OUT,75219.44,113650.57,38431.13,40706.5,115925.94
TXN100531,617,DEBIT,45395.1,57123.78,11728.68,268090.58,313485.68
TXN100532,196,CASH_OUT,19490.97,164994.69,145503.72,22391.53,41882.5
TXN100533,501,PAYMENT,8801.23,15311.05,6509.82,272320.63,281121.86
TXN100534,626,PAYMENT,24111.89,45657.12,21545.23,298969.7,323081.59
TXN100535,493,PAYMENT,16868.09,146184.11,129316.02,210129.54,226997.63
TXN100536,75,CASH_OUT,23822.82,119962.26,96139.44,231134.17,254956.99
TXN100537,413,CASH_OUT,3833.27,13366.01,9532.74,101190.85,105024.12
TXN100538,376,PAYMENT,27830.27,175509.27,147679.0,282473.06,310303.33
TXN100539,420,CASH_OUT,39827.44,175513.72,135686.28,158914.19,198741.63
TXN100540,729,CASH_OUT,16482.21,66416.4,49934.19,219716.53,236198.74
TXN100541,277,TRANSFER,21121.87,68410.97,47289.1,277232.31,298354.18
TXN100542,676,PAYMENT,133909.75,197811.16,63901.41,292553.99,426463.74
TXN100543,394,TRANSFER,65094.33,125422.15,60327.82,249961.31,315055.64
TXN100544,457,PAYMENT,94544.3,106497.65,11953.35,90905.25,185449.55
TXN100545,192,PAYMENT,63581.87,167711.36,104129.49,289964.25,353546.12
TXN100546,739,PAYMENT,39096.45,57415.42,18318.97,188435.86,227532.31
TXN100547,689,PAYMENT,67657.98,86121.93,18463.95,279192.74,346850.72
TXN100548,99,PAYMENT,33123.45,53921.45,20798.0,202831.51,235954.96
TXN100549,548,TRANSFER,59472.92,157937.59,98464.67,92171.69,151644.61
TXN100550,96,PAYMENT,78200.9,114883.19,36682.29,111007.36,189208.26
TXN100551,664,CASH_OUT,25234.5,131935.6,106701.1,165141.53,190376.03
TXN100552,663,PAYMENT,15327.93,50835.3,35507.37,237004.45,252332.38
TXN100553,190,DEBIT,22064.17,44434.95,22370.78,95394.77,117458.94
TXN100554,736,DEBIT,51131.05,97930.74,46799.69,173919.35,225050.4
TXN100555,37,PAYMENT,4385.91,147644.37,143258.46,103687.5,108073.41
TXN100556,369,PAYMENT,89613.78,105285.33,15671.55,244730.82,334344.6
TXN100557,695,PAYMENT,4418.06,7012.81,2594.75,140018.43,144436.49
TXN100558,525,TRANSFER,78403.63,173776.03,95372.4,23016.85,101420.48
TXN100559,279,TRANSFER,11266.71,13405.04,2138.33,49815.76,61082.47
TXN100560,217,PAYMENT,76626.8,191186.98,114560.18,18331.4,94958.2
TXN100561,273,TRANSFER,4868.19,5515.82,647.63,149790.88,154659.07
TXN100562,62,PAYMENT,64784.72,139042.87,74258.15,31901.19,96685.91
TXN100563,596,PAYMENT,1888.01,16900.31,15012.3,34241.99,36130.0
TXN100564,729,TRANSFER,125826.77,182179.98,56353.21,282314.48,408141.25
TXN100565,342,PAYMENT,57217.22,93154.43,35937.21,261796.52,319013.74
TXN100566,397,TRANSFER,19498.15,27935.99,8437.84,135625.98,155124.13
TXN100567,699,PAYMENT,58683.43,68492.73,9809.3,295741.6,354425.03
TXN100568,19,DEBIT,23403.67,33382.52,9978.85,55.96,23459.63
TXN100569,177,PAYMENT,19133.32,34531.09,15397.77,184193.84,203327.16
TXN100570,612,PAYMENT,146598.54,189647.61,43049.07,184928.45,331526.99
TXN100571,396,TRANSFER,54416.81,89326.6,34909.79,137232.92,191649.73
TXN100572,445,PAYMENT,58919.71,157866.05,98946.34,119084.39,178004.1
TXN100573,233,DEBIT,102250.67,128101.31,25850.64,136614.94,238865.61
TXN100574,76,CASH_OUT,28104.1,135447.06,107342.96,124488.13,152592.23
TXN100575,265,TRANSFER,17296.08,26772.84,9476.76,219147.74,236443.82
TXN100576,455,CASH_OUT,37520.45,47219.8,9699.35,40606.63,78127.08
TXN100577,718,DEBIT,104058.67,157456.69,53398.02,59291.77,163350.44
TXN100578,735,DEBIT,122437.42,194167.86,71730.44,54155.47,176592.89
TXN100579,384,CASH_OUT,35966.54,52903.79,16937.25,78741.18,114707.72
TXN100580,564,CASH_OUT,23177.95,54677.97,31500.02,157577.53,180755.48
TXN100581,506,PAYMENT,74737.4,94842.98,20105.58,33362.62,108100.02
TXN100582,367,PAYMENT,37595.75,196776.14,159180.39,260450.79,298046.54
TXN100583,144,TRANSFER,6681.6,54157.31,47475.71,89208.46,95890.06
TXN100584,69,PAYMENT,21574.8,81690.9,60116.1,48761.4,70336.2
TXN100585,99,PAYMENT,86161.7,178350.26,92188.56,202686.39,288848.09
TXN100586,396,PAYMENT,502.83,1082.75,579.92,11425.89,11928.72
TXN100587,25,PAYMENT,6243.46,8433.31,2189.85,185990.57,192234.03
TXN100588,469,CASH_OUT,44782.55,121012.3,76229.75,209459.53,254242.08
TXN100589,484,DEBIT,80063.43,181522.34,101458.91,64474.96,144538.39
TXN100590,565,PAYMENT,1054.39,48151.9,47097.51,12589.22,13643.61
TXN100591,151,TRANSFER,35291.29,94193.53,58902.24,109093.61,144384.9
TXN100592,144,CASH_OUT,53002.46,90367.83,37365.37,29578.27,82580.73
TXN100593,569,PAYMENT,2257.84,94857.78,92599.94,34943.35,37201.19
TXN100594,39,CASH_OUT,32418.22,124692.68,92274.46,76278.37,108696.59
TXN100595,109,PAYMENT,18379.35,94213.88,75834.53,88640.38,107019.73
TXN100596,693,PAYMENT,4252.13,89769.89,85517.76,158991.1,163243.23
TXN100597,42,DEBIT,41524.06,95120.54,53596.48,203517.57,245041.63
TXN100598,186,PAYMENT,20329.5,118378.05,98048.55,177831.28,198160.78
TXN100599,398,TRANSFER,72258.61,107632.99,35374.38,44508.1,116766.71
TXN100600,223,CASH_OUT,130679.78,170900.13,40220.35,51625.81,182305.59
TXN100601,634,PAYMENT,5141.36,10374.62,5233.26,263630.77,268772.13
TXN100602,133,TRANSFER,147357.37,166746.76,19389.39,167505.69,314863.06
TXN100603,163,DEBIT,69390.17,168862.96,99472.79,260981.35,330371.52
TXN100604,215,PAYMENT,26771.52,57339.15,30567.63,111463.95,138235.47
TXN100605,733,CASH_OUT,82664.17,92838.97,10174.8,184320.0,266984.17
TXN100606,235,TRANSFER,19012.37,87988.43,68976.06,157099.02,176111.39
TXN100607,658,TRANSFER,37428.8,44092.71,6663.91,95737.05,133165.85
TXN100608,588,TRANSFER,3833.72,79660.97,75827.25,140974.61,144808.33
TXN100609,9,PAYMENT,3810.29,9355.36,5545.07,150747.26,154557.55
TXN100610,74,DEBIT,4043.59,55925.5,51881.91,60231.29,64274.88
TXN100611,492,DEBIT,107702.2,163428.09,55725.89,94503.11,202205.31
TXN100612,253,TRANSFER,31583.59,57270.18,25686.59,237422.93,269006.52
TXN100613,230,CASH_OUT,104609.26,163732.23,59122.97,274736.47,379345.73
TXN100614,519,TRANSFER,36578.69,106554.09,69975.4,107938.23,144516.92
TXN100615,174,PAYMENT,59646.7,176032.6,116385.9,92091.68,151738.38
TXN100616,653,TRANSFER,5796.91,115168.52,109371.61,58559.15,64356.06
TXN100617,168,TRANSFER,2063.33,6418.81,4355.48,203547.35,205610.68
TXN100618,170,TRANSFER,113210.2,135246.33,22036.13,96929.91,210140.11
TXN100619,393,CASH_OUT,3283.39,9448.29,6164.9,296324.86,299608.25
TXN100620,634,PAYMENT,67788.1,90394.11,22606.01,97705.44,165493.54
TXN100621,194,PAYMENT,141238.27,185920.63,44682.36,118240.81,259479.08
TXN100622,517,PAYMENT,11448.88,33458.19,22009.31,181000.26,192449.14
TXN100623,29,PAYMENT,44812.68,78279.53,33466.85,240505.29,285317.97
TXN100624,165,CASH_OUT,13862.75,146107.13,132244.38,140855.6,154718.35
TXN100625,422,TRANSFER,18052.43,176510.58,158458.15,126796.81,144849.24
TXN100626,339,TRANSFER,7161.74,134353.13,127191.39,298691.35,305853.09
TXN100627,648,PAYMENT,27412.31,52005.56,24593.25,3148.09,30560.4
TXN100628,496,TRANSFER,52575.23,135084.27,82509.04,268519.59,321094.82
TXN100629,365,PAYMENT,29714.19,59697.16,29982.97,44742.25,74456.44
TXN100630,342,PAYMENT,68138.61,143826.63,75688.02,235777.58,303916.19
TXN100631,500,CASH_OUT,61386.2,190829.61,129443.41,185379.47,246765.67
TXN100632,657,CASH_OUT,88521.2,144417.99,55896.79,102554.19,191075.39
TXN100633,511,PAYMENT,118273.1,172644.66,54371.56,262162.49,380435.59
TXN100634,327,PAYMENT,21.17,919.72,898.55,3872.17,3893.34
TXN100635,217,PAYMENT,27933.21,143655.64,115722.43,68007.2,95940.41
TXN100636,301,PAYMENT,107035.22,166002.72,58967.5,170067.84,277103.06
TXN100637,132,TRANSFER,3042.17,8591.47,5549.3,105462.68,108504.85
TXN100638,70,PAYMENT,104562.36,174383.75,69821.39,183113.25,287675.61
TXN100639,252,TRANSFER,16485.14,51710.5,35225.36,7233.06,23718.2
TXN100640,415,PAYMENT,47664.46,133225.77,85561.31,34937.68,82602.14
TXN100641,445,PAYMENT,24221.7,160170.8,135949.1,38128.87,62350.57
TXN100642,182,PAYMENT,31825.23,132701.57,100876.34,56785.09,88610.32
TXN100643,167,PAYMENT,10378.57,18910.82,8532.25,137799.43,148178.0
TXN100644,91,PAYMENT,47250.67,119466.14,72215.47,225638.61,272889.28
TXN100645,714,PAYMENT,77003.47,110141.94,33138.47,271661.65,348665.12
TXN100646,531,CASH_OUT,138471.82,180114.09,41642.27,250611.76,389083.58
TXN100647,39,PAYMENT,39929.05,81145.83,41216.78,59066.36,98995.41
TXN100648,126,DEBIT,44211.47,64555.68,20344.21,132345.17,176556.64
TXN100649,451,PAYMENT,42498.72,150095.23,107596.51,59823.48,102322.2
TXN100650,173,CASH_OUT,31418.96,82828.73,51409.77,79341.55,110760.51
TXN100651,653,TRANSFER,83379.3,129396.19,46016.89,151064.09,234443.39
TXN100652,220,CASH_OUT,45796.12,129466.79,83670.67,20432.71,66228.83
TXN100653,638,CASH_OUT,94831.49,177663.79,82832.3,65452.3,160283.79
TXN100654,58,TRANSFER,20987.16,119939.13,98951.97,280613.45,301600.61
TXN100655,660,TRANSFER,54749.24,100679.65,45930.41,139834.89,194584.13
TXN100656,476,TRANSFER,21908.02,28204.83,6296.81,133615.96,155523.98
TXN100657,456,TRANSFER,18472.8,23589.65,5116.85,4370.15,22842.95
TXN100658,361,PAYMENT,20482.65,31287.15,10804.5,74219.92,94702.57
TXN100659,1,PAYMENT,23434.54,34783.77,11349.23,259887.73,283322.27
TXN100660,387,TRANSFER,64715.74,127756.48,63040.74,49388.53,114104.27
TXN100661,348,TRANSFER,78665.25,148325.76,69660.51,124537.48,203202.73
TXN100662,190,CASH_OUT,13698.68,106233.31,92534.63,4299.27,17997.95
TXN100663,505,TRANSFER,67190.81,165889.04,98698.23,143500.64,210691.45
TXN100664,191,DEBIT,81521.48,198257.01,116735.53,6306.33,87827.81
TXN100665,508,PAYMENT,141622.19,164092.52,22470.33,245882.87,387505.06
TXN100666,369,PAYMENT,54770.55,139129.03,84358.48,247456.13,302226.68
TXN100667,409,PAYMENT,53250.34,106732.29,53481.95,236322.66,289573.0
TXN100668,117,PAYMENT,43635.82,90046.19,46410.37,85009.22,128645.04
TXN100669,134,CASH_OUT,9998.14,17336.28,7338.14,251171.17,261169.31
TXN100670,58,PAYMENT,54191.84,80174.07,25982.23,162899.44,217091.28
TXN100671,556,CASH_OUT,38287.39,182071.86,143784.47,112142.43,150429.82
TXN100672,685,PAYMENT,77707.56,161700.51,83992.95,187598.99,265306.55
TXN100673,672,TRANSFER,32486.59,43602.25,11115.66,3702.31,36188.9
TXN100674,173,TRANSFER,39510.35,93588.25,54077.9,42888.26,82398.61
TXN100675,149,PAYMENT,42138.32,163436.28,121297.96,222688.06,264826.38
TXN100676,80,TRANSFER,8264.02,13943.22,5679.2,73248.48,81512.5
TXN100677,213,PAYMENT,57806.02,77784.82,19978.8,179402.74,237208.76
TXN100678,203,PAYMENT,11282.41,170442.33,159159.92,115530.78,126813.19
TXN100679,229,PAYMENT,56863.26,81077.62,24214.36,256441.73,313304.99
TXN100680,676,PAYMENT,11848.5,15984.12,4135.62,285724.59,297573.09
TXN100681,227,PAYMENT,45751.1,108735.61,62984.51,265069.42,310820.52
TXN100682,659,TRANSFER,152614.09,172417.63,19803.54,81186.0,233800.09
TXN100683,532,TRANSFER,83986.15,118261.97,34275.82,58248.86,142235.01
TXN100684,441,TRANSFER,31884.14,45642.68,13758.54,142330.47,174214.61
TXN100685,402,PAYMENT,52124.63,77155.8,25031.17,2200.25,54324.88
TXN100686,47,TRANSFER,13006.87,90299.61,77292.74,7742.82,20749.69
TXN100687,233,PAYMENT,23599.86,116063.64,92463.78,165987.19,189587.05
TXN100688,305,PAYMENT,64284.58,151990.53,87705.95,156134.82,220419.4
TXN100689,526,CASH_OUT,4954.47,20225.29,15270.82,298374.6,303329.07
TXN100690,143,PAYMENT,67557.0,177985.58,110428.58,60552.55,128109.55
TXN100691,415,TRANSFER,2366.8,2955.79,588.99,77431.18,79797.98
TXN100692,513,TRANSFER,55272.18,74325.44,19053.26,34062.19,89334.37
TXN100693,373,PAYMENT,3407.49,5970.35,2562.86,275262.9,278670.39
